age,income,contacts,spend
51.15298851047108,18470.979916377,3,0.0
64.13506261396898,25909.86646566113,4,11.36318170022442
42.555176108421364,29445.13097574816,5,0.0
24.21890078879169,40320.500812456325,4,1.650770970048066
55.08872893559574,21760.610402566774,3,0.0
57.56082252807867,49985.10118966826,5,0.0
47.186414273613806,34683.22193461419,6,0.0
58.09029335763717,15464.15783730304,4,0.0
43.67737101094832,66498.04534304155,2,0.0
45.18210712786369,25938.853445293837,1,0.0
40.232132954644584,14507.742450627751,1,0.0
19.32179459069295,50335.029519054304,1,3.8916927993899946
23.61035420365183,62248.44241693546,2,0.0
19.63431765571018,21665.737358425467,2,0.0
51.09334138571658,17122.948662296134,3,0.0
34.346511015968986,20207.56910300206,5,0.0
44.44567594056454,31488.12796455951,4,0.0
65.19345664415684,41728.02846805861,2,1.201963202996032
30.963195915741498,29297.09564745621,4,1.283062508593648
39.339911997852745,23175.74656688222,3,2.899716424614509
57.28865920423853,46583.69588364952,1,0.0
29.897504605564368,18837.065245679572,2,0.0
22.002955311097235,36881.29050957492,1,2.047548001582152
33.06707555151594,19071.848015061045,3,0.0
26.38350693720823,27323.7476135775,4,0.0
66.3442779218138,20810.62011013676,7,0.0
60.022259737349685,21419.862155714676,4,0.0
50.93699533854202,18238.80491131699,2,0.0
63.31595068976132,43149.53912071039,2,0.0
59.79094799875395,15268.344558074614,3,0.0
27.701643062073863,15212.669413882628,3,0.0
64.41306792147884,63608.14345790703,1,3.246242261644589
46.045796579613835,35915.48369995015,3,0.0
59.98688806853125,6683.807910871156,3,0.0
64.59674759602166,16603.53046580687,3,0.0
34.536180698536924,8901.769277777516,3,0.0
23.722700075439192,13693.200206270789,3,0.0
29.852628452180966,4585.904628082791,5,0.0
40.20960500856533,20568.276892543607,3,0.0
60.53676782796964,12444.43843973181,2,0.0
62.75799032932986,22696.196364588184,4,0.0
18.361510787621917,9773.592361630497,3,0.0
44.55885973403342,22958.784900615934,1,0.0
39.705372163736506,17899.747058873872,1,0.0
29.549606144477973,46675.58410321049,4,0.0
24.232999101351506,44608.44326086299,3,0.0
35.55598891298865,32619.7366053325,2,0.0
67.03130460345099,18707.749142810128,5,0.0
34.80655246507927,59438.06931545297,7,0.0
44.97711233065503,10132.287245851443,1,0.0
54.55698586254925,10918.574333310917,4,0.9607404750817843
36.90873932372329,21122.803068405523,2,0.0
68.53266830148996,67983.4148034507,3,0.0
68.04725933698978,19907.076421348436,2,0.0
31.092679382918938,20098.03601135644,0,0.0
43.856922306404044,10711.195929326243,3,0.0
33.64567211047202,35346.85827794325,4,0.0
32.81170570762832,35475.16407709441,0,2.549929142952591
19.918121262435704,32680.622616337143,0,0.0
49.697345366954636,16080.934610321148,1,0.0
44.139309207900794,15469.824760644111,3,0.335396170419255
20.676895064999446,11538.434529039216,1,0.0
32.489616140303795,22969.81521162579,2,0.0
65.229826070266,12833.27049831712,5,0.0
30.457218314682564,12225.65323627169,3,0.0
25.5345333487436,17821.388954191127,5,0.0
43.45154353443328,17247.49013421943,3,0.0
69.25382361375124,16831.555978564946,5,0.0
30.586874118598022,27811.984347444803,4,0.0
52.951048465105686,22914.470764294423,7,0.0
57.60421999709332,19070.958980991578,2,0.0
30.357152287604784,24137.12677483592,4,0.0
55.867250127816696,13416.445095856476,2,0.0
37.12472290140117,23216.982912672054,3,0.0
50.87990319086613,23749.131643663797,2,0.0
50.94354495956652,10388.727159880586,1,0.0
45.860283571887436,36237.395054731045,8,4.002178157142242
22.69506804282923,14175.680682698681,2,0.0
61.43572977064037,23043.86608596584,1,0.0
34.680563378530266,39426.98937404487,5,0.0
27.698962540792422,34990.72757196144,3,4.794116543127489
20.120307360847725,22407.851600026363,1,0.0
48.726433045788575,18375.076706192045,1,0.0
53.23334681579868,35374.83442211942,3,6.388219217600364
18.86256710424852,30864.054128059062,5,0.0
44.628839031562606,16168.45644354479,1,0.0
29.777780310292773,14802.526823534252,1,0.0
51.54898510129139,7815.173231526502,4,1.57230492592197
27.067054308259557,23789.888604651354,5,0.0
53.92876238132823,21134.26904788449,5,0.0
38.11023800762794,38874.57384835552,6,0.0
66.70995941431019,26358.011427153575,4,0.0
25.15108909559165,42920.91851249439,0,0.0
35.73545025461344,15542.257537312444,2,0.0
23.900623104510633,38912.66929830296,3,0.0
66.08406815048527,16907.994061251902,5,0.0
63.62164637581101,32493.587166561825,1,0.7718923931227922
31.41296464118809,10621.343609916781,4,0.0
52.31917039377731,24774.43737815199,3,0.0
60.49555441046322,8165.359462831215,3,0.0
46.87044220317204,19272.437724788582,7,0.0
45.54183007451233,27451.524889888562,5,0.0
30.57631912682349,16975.318656970394,1,0.0
22.84134392590676,13027.023187096467,3,0.0
64.655219413573,33626.1472287065,5,0.0
64.8217389724932,20915.977196730742,5,0.0
50.92127577820993,17243.916205014164,6,0.0
35.62954913453244,22492.742049524666,2,0.0
36.158897879858365,82317.13535211205,4,0.0
55.749695301252444,39212.52244492136,6,0.0
64.649733517534,39390.77119004926,1,0.0
64.1284940617861,27385.61513640157,1,0.0
58.55352838459644,23938.483620834417,1,0.0
51.38564560002296,6647.2522703564955,3,0.0
22.375278179742537,15685.779660240034,4,0.0
26.404693132919917,17321.65606657812,2,0.0
64.72481780340811,8626.15346453373,2,10.094557057480591
49.53431110229867,12348.527508816149,3,0.0
18.478246684064743,8181.098933635609,5,0.0
23.27652022903367,21608.41458973414,5,0.0
52.502091993618905,33169.398085502726,2,1.3531567745091482
18.263202360003373,38306.97445764303,5,0.0
26.36201867370993,27102.797519439857,1,0.0
46.53415704706248,13606.485450272648,1,0.0
53.97855028002005,8383.052780390579,4,0.0
51.901985494135225,9150.516916672294,3,0.0
29.662004091949107,11678.545404872588,4,0.0
55.03331951007186,14123.144025861082,4,0.0
30.336952549833605,20335.547683074954,5,0.0
34.92078430428192,13265.4460346962,0,0.0
56.81755306613726,26094.711462829153,6,0.0
51.78091075045516,19611.339985507275,3,0.0
62.15961734569725,22142.914914187997,4,0.0
52.19587039961785,38953.5533772558,1,0.0
47.55204737344452,12208.45633594577,1,0.0
22.87108792706081,27155.97267360023,3,0.0
37.121221759090545,21873.1117119831,6,0.0
31.790523119449723,18643.57495935294,6,0.0
30.687461455712345,34290.65545879203,2,0.0
68.59654884712717,34183.79831344451,7,0.0
38.44108168267154,13721.985437603149,1,0.0
64.3864208692099,20108.938728874647,2,5.904245706376067
50.81920855185767,25351.82101351601,4,1.6599263878867139
59.330187784165716,19215.963137385763,3,0.0
44.13712884146999,29510.77311921316,7,0.0
47.99900200057067,25351.571747096346,2,0.0
43.61092007858092,55065.60767750862,1,0.0
28.152635365498313,10248.231489137554,1,0.0
55.56750999359828,20718.4938921008,6,0.0
32.600162846924505,13985.113818893878,1,0.0
19.2644302544356,29793.744302434086,1,0.0
51.56455938717273,9812.516611463472,1,0.0
27.209755329166544,26190.613314405004,3,0.0
66.90384638635155,16074.28042226763,4,0.0
67.60428600413454,15258.912948382047,2,0.0
65.57294829146332,10686.653423054588,3,3.9857387748256943
37.24825241328311,17456.40705818397,4,0.0
18.803744059501106,37882.71676940482,3,0.0
66.27256525456173,21750.796536961054,3,0.0
40.26557571250034,30146.985355199013,2,0.0
68.26605059027082,50631.080760486126,3,0.0
68.10823880864115,25131.511913364142,4,1.1457504253416038
62.356491684302725,16657.239637516373,3,0.0
33.31134238761845,27823.217349637358,3,0.0
38.02508188730012,16778.47219722411,2,0.0
62.25910691887656,17116.33686013938,4,0.0
34.47994426812644,10301.590710339964,4,0.0
26.81362282767681,35000.8891887675,2,0.0
46.95366564783421,18160.4006143819,6,0.0
66.6800482563606,24126.090395046398,1,0.0
54.193549427098596,13121.652872472268,3,1.7499655299436534
47.64318084464698,27391.110758252675,3,0.0
23.05317767607996,15048.436548083644,4,0.0
49.980375788356824,20519.801774974556,4,0.0
69.48280020542168,34163.49706020467,6,6.805195415024879
25.284368792299247,32708.153101089796,1,0.0
44.95314192291431,21785.174829465388,4,0.0
63.62339974025368,9099.133640632657,2,0.0
56.51996812321863,98361.55298881065,4,0.0
54.244818531753936,52729.45438505639,5,2.5714680153988456
54.52917236732968,31613.433261117207,4,0.0
36.69353986342727,15114.32289325992,2,0.0
33.266775901753654,20810.31214737448,5,0.0
60.086780084882705,16785.820398632928,2,0.0
60.1258965233174,41436.93739113462,5,0.0
63.08776056616539,25115.77579528891,1,0.0
65.48850873293651,14882.154220924422,2,0.0
44.58980474076877,17406.908566228376,4,0.0
44.07884732373438,38584.04281036638,2,0.0
59.51134930627231,49023.199459812575,3,0.0
51.79812440044379,47295.28003905735,1,0.0
54.50227761740057,32161.1998873515,4,0.8604600043888516
59.381218810677254,19412.79309488909,1,0.0
64.28027777451345,4355.710785500506,2,0.880774258132552
35.57574815627986,25554.78893450435,0,2.2676877570927787
37.53031353727709,22006.33445298842,1,0.0
22.88706087172519,23623.353295636854,3,0.0
48.070567331801044,22628.120314607746,4,0.0
19.86899823743059,11348.818482416513,0,2.5780192981495182
42.21109694288793,29106.135661994427,8,0.0
46.21752100479398,30215.434743202935,3,6.2496691668418975
32.90014511067079,30982.239224208188,3,4.581598315067896
48.723329549588556,35358.30223160112,3,0.0
19.58601299683057,29792.91291189147,1,0.0
19.94210581495915,17943.53737430302,4,0.0
60.77522915430223,21259.977127356597,3,0.0
36.72991335338567,23053.25915929668,3,0.0
24.607146657898006,23245.102055737407,3,0.0
45.156649522849825,36283.15373096148,3,0.0
58.03966476112777,30388.951277441876,2,0.0
29.222693429835843,62234.93143884375,2,0.0
50.390304742588015,66385.53663277373,3,0.0
22.438068179675938,22921.366542098873,3,0.0
20.6874495007676,3234.6377612145816,5,0.0
45.630440841543695,40880.81794282839,1,5.110622114895097
46.113026323725535,16811.38863233764,1,3.20374348908912
51.14635487790674,14753.830737775152,3,0.0
55.7567493535784,18047.769135206112,2,0.0
68.7443081320518,17618.036837919142,4,0.0
44.84761811166216,29915.586316668145,3,0.0
34.79373659294479,10099.913217208954,3,0.0
59.34968212797259,12850.520908191605,1,0.0
32.08327706562786,26149.341227185527,2,0.0
40.82651387669308,30075.675924085965,5,0.0
22.07973182979783,30356.648166538,2,5.7594903138015905
19.31823865760379,14860.795659307882,3,0.0
68.05771756325211,13505.701051133232,2,0.0
61.470966266634704,17097.415369871906,3,0.0
54.19065871687229,24833.190801405766,1,0.0
39.26555310954203,46292.65946517445,4,0.0
27.011304643683978,7913.151547313654,2,0.0
26.134726218896475,19724.87131070779,3,0.0
31.01263070455896,11312.468228653244,1,0.0
46.559786564718266,9641.950115869873,1,0.0
55.15898798040324,35720.438918696695,1,0.0
52.33026358932202,28920.68283751511,3,0.0
32.55656264118903,27576.431561625534,0,5.059796063579559
67.6529945944861,34909.452607337196,2,0.0
56.37063966817996,17329.067132272026,2,0.0
46.82641073059284,17741.844807017224,3,0.0
49.80947880418631,65700.7295295303,5,0.0
39.819203246245074,19471.6428408982,3,0.5892527706322931
30.882011454060187,31810.956597827702,5,0.0
36.5105792898656,22096.85943693449,5,0.0
57.407997744147195,8741.794211699298,1,0.0
18.748461408747303,7924.27013599052,5,0.0
24.035777306359645,16489.974844135075,3,0.0
20.392137385131143,37348.5969838372,0,0.0
20.11789772058645,32667.82175864603,4,0.0
62.48395036857237,34788.37583079143,2,0.0
54.59020868776123,13446.53741378294,6,0.0
42.657039112540915,49411.390082021106,1,0.0
23.08737635385208,13596.305085301428,2,0.0
43.56402550607528,24499.603171866835,1,0.0
42.62053208058941,21912.748178362577,2,0.0
27.00649723532079,20192.43058893071,4,0.0
40.5602857603746,43014.6514978544,5,0.0
38.72224618866342,15482.176529129265,1,0.0
50.02420509871526,11217.130213286968,6,0.0
51.02486984511748,22247.78524530646,7,0.0
20.355808508146314,18035.307310345113,2,0.0
37.4798559605765,119215.90543168489,2,0.0
50.54471561714029,30892.037333957072,6,0.0
44.16308544616456,17949.718518820046,4,0.0
62.53747174179276,12990.118284124652,5,0.0
52.25206884418514,8602.9099794899,2,0.0
26.472590208234344,13192.32443341863,1,0.0
21.66957486482235,23329.428908749156,5,0.0
51.40580246672841,44966.10783653099,6,0.0
19.378588148164333,38593.70932025884,3,0.0
48.460330226220094,24699.72566373938,2,0.0
66.8919725540978,18740.011456821394,2,0.0
47.9246572495457,25195.134468376134,4,0.0
38.18483616273914,16995.11113283515,5,0.0
51.45098735900237,52009.51688732559,4,0.0
41.82915030555887,20038.383922605553,7,0.0
46.37207304442862,21095.838465245233,2,0.0
66.9561700563793,7274.1975786547255,3,0.0
38.07733716564026,19975.91499788632,4,1.5601920189224836
67.98190931884355,33464.554029899846,2,4.958790239504751
65.07823338171531,12914.92258708642,2,0.0
28.181139009043413,15133.102360965562,3,0.0
21.606787645508604,32740.087021127136,1,0.0
23.240456071626184,10526.712869354937,2,0.0
18.947534933880586,37380.3522244808,3,0.0
22.911033959308277,16880.730696382514,3,0.0
53.51635221765056,18137.1189815946,4,0.0
21.70180971993191,12557.342050410145,6,0.0
34.58673277527559,26609.488194627105,2,0.0
61.933516170411636,75352.77206145429,5,0.0
19.210140658262944,32557.030650831544,2,2.71769060947053
60.35236109462466,14297.748682015304,2,0.0
32.656448288216794,38863.4808388707,3,0.0
24.144571036326127,18800.90389216748,4,0.0
54.23033259893583,43793.57914317527,3,0.0
50.70502803255397,32969.50100336703,4,0.0
63.62854470340675,5056.496935367056,4,0.0
56.22369427780206,13332.503213769243,5,1.282365607117041
59.781008380012125,35319.5746331983,3,0.0
32.665797773707936,23761.659993264264,2,0.0
27.226856276545586,13201.97906028953,5,0.0
57.03196708532463,16045.84541260974,4,0.0
59.95540644189773,8492.015855701131,1,0.0
69.50626738403501,21074.379842828796,0,0.0
39.45611919939418,66525.7828150573,3,0.6320983929056551
37.34494046122472,32940.780411686064,5,0.0
58.37347395858384,65854.8594761868,4,0.0
35.72178409315693,34241.66802987842,9,0.0
66.39938093138537,36817.909305221816,1,0.0
62.637463095836615,59103.14068571689,2,0.0
40.30768942350095,26599.07260454213,3,0.0
57.04529552515786,20058.059845106098,7,0.0
57.236229452403485,36913.35757071562,4,0.0
23.362441179468497,45566.137390899035,6,0.0
64.93275114733747,17326.93798908331,3,0.0
44.273123367288576,15355.292146319163,4,0.0
60.975788237602565,23610.05633673537,2,3.9447936022623247
34.64257925359181,33381.24296916675,1,0.0
64.56720788180243,32828.27692442693,1,0.0
38.23848729417648,10806.641738791466,2,3.1286110000983935
18.563557876975516,57285.512428299255,1,9.357887116664077
65.07986277380171,15985.183409867212,3,0.0
22.746907192878943,19292.419033867995,1,0.0
34.604309154701575,14026.067197453882,2,0.0
67.40322228664186,84894.48555640242,2,8.416232323067016
67.43157164075292,24860.496461128085,2,0.0
47.81877018241087,14393.218824149932,5,0.0
50.855535032829565,33926.84184768312,2,0.0
41.31916714287263,32356.425015585064,5,0.0
33.24696012829936,20053.048944079055,5,0.0
35.090556359235634,33533.60523651894,3,0.0
52.970959716006,14579.242064140768,4,0.0
57.123475530759364,17215.07723962185,2,0.0
59.162110273744126,8061.796268093597,0,0.0
59.0601434253168,11361.940063030584,1,0.0
22.7427173585319,54383.46328148396,5,0.0
43.70985584453423,50046.823383157775,5,0.0
20.993055520865504,22763.05997095735,5,0.0
46.57550188083425,50587.80020789701,2,2.0442511667771623
40.9595860714156,20332.233374659278,10,0.0
64.16061750343158,19502.43968380616,0,0.0
36.247580652708095,22657.706689542047,4,0.0
24.087484854235505,20692.760883966093,1,0.0
25.435567466747464,19779.51011566111,3,0.0
57.598552849308554,39014.90585785158,3,0.0
50.14733929244557,23743.588781485993,4,0.0
23.258379158385093,31452.72431976622,1,0.0
22.373553917979866,36889.79607441231,0,0.0
54.45039483587424,26744.73466048088,4,0.0
21.783676330938064,13559.793558049741,3,0.0
60.736723083098525,11198.85763849213,5,0.0
54.7245958121378,23727.50772090616,4,0.0
22.230136593378788,20218.874889667964,2,0.0
22.41156113242998,23010.2653397491,4,0.0
69.30525808206113,21850.366642841647,0,5.821654087747213
37.462081379318256,80160.55420928555,1,0.0
37.27339164747833,11326.346869787707,4,0.0
60.26557749739013,8143.91958897712,0,3.345886311692564
67.25692602396066,26008.753066718262,6,0.0
69.27205531878928,18247.597795550708,4,0.0
57.175665633464966,25797.527548522776,6,0.0
37.565498447607624,29493.981693997586,4,1.5653944726259748
22.342037268330778,41858.591501231705,4,0.0
58.411639628226716,10367.042779357425,0,0.0
47.037020986261865,16674.586136431648,2,0.0
40.05954448084277,27292.866029976474,3,0.0
65.13042802492627,32377.913843621733,1,0.0
23.78226907991987,65954.78926495528,2,0.0
43.61650542312468,35520.02800578441,3,0.0
18.590389527905792,21409.83558196109,2,0.0
42.370353383694564,14112.018984633722,3,0.0
20.92777033545554,16611.575882612255,1,0.0
24.178531645939742,16377.252176159755,4,0.0
24.111364832409453,30565.182528430265,2,0.0
51.7589357100353,25046.73410072629,1,0.0
56.79433372180201,11363.653080612787,4,1.4291806898764046
48.3351757850523,17712.914148878397,1,0.0
68.03297252067618,34158.740503820365,6,0.0
37.493270135232606,26260.76232915519,3,0.0
32.85702848665676,29270.114982165498,3,0.0
63.16715466585193,26674.433932061558,5,0.0
29.62698360301154,49672.92858994751,3,0.0
68.08757205091179,24785.684607279265,5,0.0
18.63203268387045,18160.216993490514,2,0.0
68.43369898879723,13934.491932434024,3,0.0
20.24431542142996,24954.382301549515,6,0.0
64.33944191229969,6500.5885153774725,6,0.0
45.4404576724876,20087.549998610546,3,0.0
69.63416939820362,19872.26003290457,3,0.0
21.83742136624074,11134.064626910553,3,0.0
46.80042278886868,13847.5981897129,1,0.0
68.40373185219315,33018.68079810484,5,0.0
45.20108789684774,24719.70244630676,3,0.0
50.72872918303365,23176.501242146413,4,0.0
54.178931827200095,25672.451424943407,1,3.130279861645288
41.63613536792421,23070.586973016772,3,0.0
50.6330201643713,41004.26158691295,5,0.0
48.38434422000121,23428.642489897997,3,0.0
64.86021654553143,10624.239800988036,1,0.0
20.363211777755808,49764.88941020203,3,0.0
32.610085858795976,26507.159191670842,3,0.0
67.42139717198106,16405.519869682248,4,0.0
64.29371676232765,11769.881601435942,2,2.7490711354065684
41.694151144857074,26848.28193802252,6,0.0
50.24689508567991,20773.096635766426,2,0.0
32.4238215150189,48391.206533984885,4,0.0
27.782300305635587,18528.14784094654,2,0.0
42.11231705687907,14491.384873215125,7,0.0
36.374315857354745,34471.84245719401,7,0.0
48.350117816245344,34983.81994710917,2,0.0
22.04220112217921,23964.424180963244,5,0.0
68.66852999864065,30889.713895822868,3,0.0
69.28295871293935,21615.294885235813,3,0.0
54.304409129026745,24758.708148665115,1,0.0
45.877011049894264,39438.40794051288,2,1.121999796907341
34.09543604688904,30111.401518674986,4,0.0
60.31734102476133,20238.920375224698,5,0.0
53.60602097280172,43311.838061455455,2,0.0
26.45608084593435,6751.853330114732,2,0.0
65.36821359367981,61453.53597877695,0,0.0
60.77193663200479,9386.431354807359,5,0.0
67.38959549118005,16098.052607708809,2,0.0
55.73741443619472,21580.409885572102,2,0.0
49.89759018866107,20470.900412825198,4,0.0
39.74863788711218,36432.09952178581,6,0.0
66.50188113440869,12978.918816701356,1,0.0
63.03532225402123,25093.98384001842,2,0.0
20.35137084552185,16496.342207021728,1,0.0
19.371082673857103,25529.00382436487,2,0.0
37.57609507765858,21324.54146926044,2,0.0
60.14877320065531,23074.14086383704,1,0.0
69.33835872437712,16731.31820506567,4,10.260979740197559
25.821678337383467,17068.125973297836,2,0.0
48.894797198311025,25428.764096369236,2,0.0
37.80632454481312,35307.749551990004,0,0.0
68.43554868635937,16331.651813010616,2,0.0
61.79018400305685,14265.74128666066,4,0.0
61.593092644979166,29933.396708664983,3,4.683726399593009
42.372044309338456,21671.386034570234,1,0.0
39.57061412155859,33364.54429244016,7,0.0
32.217167740396725,14004.043569870913,2,0.0
20.93152582584821,9047.832789911652,3,0.0
62.96556356526277,16873.471925655173,3,0.0
60.270852474764034,15015.28100760468,5,0.0
69.98531901087878,21175.62002238565,1,0.0
69.82511552784308,16019.746441330757,3,1.7827475501043746
46.88244869133663,31904.69560751716,1,4.589199160824487
57.98734558938655,19071.013982561457,3,0.0
67.12781795388625,23747.61181827874,3,0.0
62.1816643152254,23832.781340813475,5,0.0
30.86210129064628,24281.682687378267,5,1.632275081975185
41.428295036124865,21762.322869119078,2,0.0
24.71628958787774,28432.847138678622,1,0.0
67.61065341745356,14796.8919317564,2,0.0
49.521080991445764,44342.94782813031,1,0.0
29.889425886180064,19569.574316533963,4,0.0
52.92843558910455,11432.614045683506,5,0.0
50.14266850381058,24198.276207093582,5,1.5048032229491586
36.62446133770771,14391.74070377148,0,0.0
23.90499479438071,30719.941017436344,5,0.0
52.921806170825576,66489.7306246012,1,0.0
45.05600044699725,14864.245156462748,2,0.0
58.160556370253246,26008.694543245296,2,0.0
45.048502057823654,9156.755626189224,0,0.0
62.313438016564085,27638.157491646212,3,1.5391229969180098
46.699155616273245,14145.376493486106,1,0.0
47.168774519840085,16116.239235278676,4,0.0
63.58598733823394,12699.993429445914,3,0.0
38.98110904304465,31763.579479577267,3,0.0
24.96879187943332,36448.3758715635,5,0.0
19.496699168293627,22285.524192789486,3,0.0
57.267137295028185,14296.737556711447,4,0.0
50.25609667038016,48764.6779884964,1,3.386682769121348
54.61214794115963,15135.449738164702,1,0.0
29.07413639846336,7472.492197803829,4,0.0
25.091316730512027,27700.188715288805,2,0.0
18.75632261472986,12677.862778319412,3,0.0
36.23055305794304,36109.25189803305,1,0.0
48.67571971644092,18204.628458925024,3,0.0
38.39669034518608,29787.8723122709,4,0.0
40.74869594523391,44389.142191425046,2,0.0
65.01625211367491,12034.954477367228,4,3.8387431139801684
36.109284285211615,16597.899572368748,9,0.0
44.72745343631016,21208.651428625388,4,0.0
58.74995666253944,47513.808807788206,2,0.0
38.620224680706045,15848.159315220011,5,0.0
50.34850841184942,16362.51213782711,0,0.0
62.84291285483075,27975.105035070035,2,0.0
67.37507243019739,16504.455226102487,2,0.0
25.647821008309972,23771.982051249557,4,0.0
66.18255650839771,10139.878446168099,1,0.0
43.59004724013599,66646.97720255067,3,0.0
31.428708191545834,11227.769237369068,7,0.0
41.87505932438959,18753.274347238254,1,4.1570174060191505
68.9616939148448,21671.63370975693,3,0.0
43.616140887629214,57316.51420373912,3,0.0
35.09508373495043,11356.858454525074,3,0.0
50.93684442446974,59388.27336356287,1,0.0
30.48757217646604,32163.527735691045,1,0.0
21.944893061650525,27134.13103491667,2,0.0
24.70174553935376,13462.767031690908,7,0.0
24.658383625804166,29306.67606266813,5,0.0
25.898940062639305,15340.577007599888,5,0.0
25.219012977769328,41495.09998508889,2,0.0
51.32548672976716,13554.43373155212,8,0.0
27.457764388755532,20814.825012004647,5,0.0
35.974698732840885,16686.636291550458,4,0.0
64.63299731511262,13443.33225231729,3,0.0
42.64600529366936,31909.527390286905,5,0.0
52.71300240309341,28788.445096929034,2,0.0
26.96063330248475,40316.05676398951,4,0.0
27.99902897805088,9045.859750619855,0,0.0
20.125168045856903,37499.59272266243,2,0.0
26.78462327975256,77089.66105337106,3,0.0
32.48669762966185,17574.063958154136,7,0.0
27.204545182390834,56816.05970635306,5,0.0
22.61253175536689,19310.791505073958,5,0.0
24.27306529723124,11089.956204289501,3,0.0
41.96049593770174,18905.038991065212,1,0.0
28.72935335710121,37201.411527821154,2,0.0
36.94203277449992,14485.620675714366,2,0.0
44.17769808445256,16314.844379614417,5,0.0
53.90053108872699,29636.729013373708,1,0.0
20.044231271737146,22060.19336914066,3,0.0
59.56934074327022,29504.895456655944,2,0.0
50.6508202535272,24807.83402508433,2,0.0
22.25146966134134,27995.880680360384,3,2.194776223810485
63.42608845355242,17744.828619877237,5,0.0
65.88536482765429,24732.302729860927,3,0.0
21.176053912452915,13853.7813657868,1,0.0
32.397637703654595,41949.29102398961,3,0.6847914410766335
59.92246654923919,16040.349036937783,1,0.0
56.90950389995024,38732.09036353746,3,0.0
